replay_row_index,dataset_row_index,model_index,split_id,participant_id,ml_row_id,true_label,eeg_abs_alpha_central,eeg_abs_alpha_central_delta_base,eeg_abs_alpha_frontal,eeg_abs_alpha_frontal_delta_base,eeg_abs_alpha_occipital,eeg_abs_alpha_occipital_delta_base,eeg_abs_alpha_parietal,eeg_abs_alpha_parietal_delta_base,eeg_abs_alpha_temporal,eeg_abs_alpha_temporal_delta_base,eeg_abs_beta_central,eeg_abs_beta_central_delta_base,eeg_abs_beta_frontal,eeg_abs_beta_frontal_delta_base,eeg_abs_beta_occipital,eeg_abs_beta_occipital_delta_base,eeg_abs_beta_parietal,eeg_abs_beta_parietal_delta_base,eeg_abs_beta_temporal,eeg_abs_beta_temporal_delta_base,eeg_abs_delta_central,eeg_abs_delta_frontal,eeg_abs_delta_occipital,eeg_abs_delta_parietal,eeg_abs_delta_temporal,eeg_abs_highbeta_central,eeg_abs_highbeta_frontal,eeg_abs_highbeta_occipital,eeg_abs_highbeta_parietal,eeg_abs_highbeta_temporal,eeg_abs_theta_central,eeg_abs_theta_central_delta_base,eeg_abs_theta_frontal,eeg_abs_theta_frontal_delta_base,eeg_abs_theta_occipital,eeg_abs_theta_occipital_delta_base,eeg_abs_theta_parietal,eeg_abs_theta_parietal_delta_base,eeg_abs_theta_temporal,eeg_abs_theta_temporal_delta_base,eeg_frontal_alpha_asymmetry_f4_minus_f3,eeg_fz_theta_abs,eeg_fz_theta_rel,eeg_hjorth_activity_central,eeg_hjorth_activity_frontal,eeg_hjorth_activity_occipital,eeg_hjorth_activity_parietal,eeg_hjorth_activity_temporal,eeg_hjorth_complexity_central,eeg_hjorth_complexity_frontal,eeg_hjorth_complexity_occipital,eeg_hjorth_complexity_parietal,eeg_hjorth_complexity_temporal,eeg_hjorth_mobility_central,eeg_hjorth_mobility_frontal,eeg_hjorth_mobility_occipital,eeg_hjorth_mobility_parietal,eeg_hjorth_mobility_temporal,eeg_line_length_central,eeg_line_length_frontal,eeg_line_length_occipital,eeg_line_length_parietal,eeg_line_length_temporal,eeg_mav_central,eeg_mav_frontal,eeg_mav_occipital,eeg_mav_parietal,eeg_mav_temporal,eeg_mean_power_central,eeg_mean_power_frontal,eeg_mean_power_occipital,eeg_mean_power_parietal,eeg_mean_power_temporal,eeg_median_power_central,eeg_median_power_frontal,eeg_median_power_occipital,eeg_median_power_parietal,eeg_median_power_temporal,eeg_ratio_alpha_beta_central,eeg_ratio_alpha_beta_frontal,eeg_ratio_alpha_beta_occipital,eeg_ratio_alpha_beta_parietal,eeg_ratio_alpha_beta_temporal,eeg_ratio_theta_alpha_central,eeg_ratio_theta_alpha_frontal,eeg_ratio_theta_alpha_occipital,eeg_ratio_theta_alpha_parietal,eeg_ratio_theta_alpha_temporal,eeg_ratio_theta_beta_central,eeg_ratio_theta_beta_frontal,eeg_ratio_theta_beta_occipital,eeg_ratio_theta_beta_parietal,eeg_ratio_theta_beta_temporal,eeg_rel_alpha_central,eeg_rel_alpha_frontal,eeg_rel_alpha_occipital,eeg_rel_alpha_parietal,eeg_rel_alpha_temporal,eeg_rel_beta_central,eeg_rel_beta_frontal,eeg_rel_beta_occipital,eeg_rel_beta_parietal,eeg_rel_beta_temporal,eeg_rel_delta_central,eeg_rel_delta_frontal,eeg_rel_delta_occipital,eeg_rel_delta_parietal,eeg_rel_delta_temporal,eeg_rel_highbeta_central,eeg_rel_highbeta_frontal,eeg_rel_highbeta_occipital,eeg_rel_highbeta_parietal,eeg_rel_highbeta_temporal,eeg_rel_theta_central,eeg_rel_theta_frontal,eeg_rel_theta_occipital,eeg_rel_theta_parietal,eeg_rel_theta_temporal,eeg_rms_central,eeg_rms_frontal,eeg_rms_occipital,eeg_rms_parietal,eeg_rms_temporal,eeg_spectral_entropy_central,eeg_spectral_entropy_frontal,eeg_spectral_entropy_occipital,eeg_spectral_entropy_parietal,eeg_spectral_entropy_temporal,eeg_ssc_central,eeg_ssc_frontal,eeg_ssc_occipital,eeg_ssc_parietal,eeg_ssc_rate_central,eeg_ssc_rate_frontal,eeg_ssc_rate_occipital,eeg_ssc_rate_parietal,eeg_ssc_rate_temporal,eeg_ssc_temporal,eeg_var_central,eeg_var_frontal,eeg_var_occipital,eeg_var_parietal,eeg_var_temporal,eeg_zero_crossings_central,eeg_zero_crossings_frontal,eeg_zero_crossings_occipital,eeg_zero_crossings_parietal,eeg_zero_crossings_rate_central,eeg_zero_crossings_rate_frontal,eeg_zero_crossings_rate_occipital,eeg_zero_crossings_rate_parietal,eeg_zero_crossings_rate_temporal,eeg_zero_crossings_temporal
126,715,3,within_sub-005_holdout01,sub-005,eeg_row-000824,high_4_5_6,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,-0.012121995,0,0.124076906,0,0,1.0000000000000001e-09,0,1.0000000000000001e-09,1.5267099550000001,1.5252789259999999,1.454817866,1.6473834519999999,1.4698925730000001,0.37129496400000001,0.38042091700000003,0.49944559999999999,0.36918680300000001,0.46248479599999998,3.732e-06,5.8490000000000002e-06,8.8740000000000001e-06,4.5499999999999996e-06,9.8090000000000004e-06,1.0142e-05,1.509e-05,1.7719000000000001e-05,1.2238e-05,2.0928999999999999e-05,0,0,1.0000000000000001e-09,0,1.0000000000000001e-09,0,0,0,0,0,0.51861820599999997,0.307770508,0.59229276500000005,0.377821134,0.27138392500000003,1.0279938820000001,1.1164256770000001,0.42743255800000002,1.5411472980000001,0.90319926699999997,0.53313634300000001,0.34360289700000002,0.25316521199999997,0.58227802100000003,0.24511376200000001,0.17001942,0.13369083900000001,0.230058969,0.11298176,0.11248153700000001,0.32783156899999999,0.43438482699999997,0.38842103500000003,0.29903504600000003,0.41447383700000001,0.20064364200000001,0.16840941500000001,0.047497174000000003,0.28925273400000001,0.15300804400000001,0.032365342999999998,0.045951643,0.15955066800000001,0.036667874000000003,0.15380326699999999,0.174778924,0.149255885,0.098334694,0.17412153499999999,0.101593241,1.2982e-05,1.9604999999999999e-05,2.1990000000000001e-05,1.5729000000000001e-05,2.6064999999999999e-05,0.83551885400000003,0.86709691600000005,0.93951223399999995,0.84941555700000004,0.88416066999999998,137,145.85714285700001,178.5,143.33333333300001,0.18315508,0.19499617999999999,0.23863636399999999,0.19162210299999999,0.21657754000000001,162,0,0,1.0000000000000001e-09,0,1.0000000000000001e-09,86.666666667000001,95.428571429000002,115.5,93.333333332999999,0.115709835,0.12740797300000001,0.15420560699999999,0.12461059200000001,0.14686248299999999,110
127,588,3,within_sub-005_holdout01,sub-005,eeg_row-000673,low_1_2_3,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,0,0,-0,0,0,0,1.0000000000000001e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.923611336,0,0.221666059,0,1.0000000000000001e-09,1.0000000000000001e-09,0,1.0000000000000001e-09,1.740751903,2.2939249909999999,1.7794655319999999,1.8055404989999999,1.5852821070000001,0.36273646399999998,0.27464986499999999,0.37253632399999997,0.30594170999999998,0.43447751699999998,4.0010000000000003e-06,6.4479999999999999e-06,9.302e-06,4.9320000000000004e-06,1.1552000000000001e-05,1.1199999999999999e-05,2.4368000000000001e-05,2.3966000000000001e-05,1.6158999999999999e-05,2.6537999999999999e-05,0,1.0000000000000001e-09,1.0000000000000001e-09,0,1.0000000000000001e-09,0,0,0,0,1.0000000000000001e-09,0.47175841899999998,0.38191760699999999,0.51822357100000005,0.75921325299999998,0.25312267999999999,1.800767722,5.2063712620000002,1.3527532790000001,1.8122570920000001,1.2026134040000001,0.84952733300000005,1.988404855,0.70102863599999998,1.375889602,0.30440872800000002,0.11256796400000001,0.036825801999999998,0.118638598,0.128882677,0.089680518000000001,0.23861357799999999,0.096423420999999995,0.22893323400000001,0.169758203,0.35429665300000002,0.33151852999999998,0.58822254699999998,0.33400669799999999,0.356675087,0.27806264600000002,0.031718868999999997,0.014670927,0.100988547,0.019209219,0.10765522199999999,0.20270875599999999,0.19172879900000001,0.16048875300000001,0.23356854599999999,0.10785099300000001,1.4263999999999999e-05,3.2416999999999998e-05,3.0453000000000001e-05,2.0772999999999999e-05,3.2971e-05,0.83450117000000001,0.69948195400000002,0.81231260100000002,0.78393725400000003,0.85073132200000001,160,145.57142857100001,160,136.33333333300001,0.21390374300000001,0.19461420900000001,0.21390374300000001,0.182263815,0.224933155,168.25,0,1.0000000000000001e-09,1.0000000000000001e-09,0,1.0000000000000001e-09,83,68.285714286000001,93,70,0.110814419,0.091169178000000003,0.124165554,0.093457944000000001,0.130507343,97.75
128,611,3,within_sub-005_holdout01,sub-005,eeg_row-000702,low_1_2_3,0,0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0.35703567800000002,0,0.17070300899999999,0,1.0000000000000001e-09,1.0000000000000001e-09,0,1.0000000000000001e-09,1.532241688,1.7413644370000001,1.51347049,1.65005461,1.491638222,0.37386050500000001,0.345571079,0.44911362500000002,0.34842401899999997,0.46395547999999998,3.7969999999999998e-06,6.0769999999999996e-06,8.2910000000000007e-06,4.4139999999999996e-06,9.764e-06,1.0256e-05,1.6960999999999999e-05,1.7985000000000001e-05,1.2486e-05,2.1106000000000001e-05,0,1.0000000000000001e-09,1.0000000000000001e-09,0,1.0000000000000001e-09,0,0,0,0,0,0.70311203799999999,0.38152024600000001,0.360497032,0.48215532,0.25962011099999999,0.42523660800000002,0.95335513400000005,0.89989004500000003,1.1296550030000001,0.90860337999999996,0.29898897800000002,0.36372428600000001,0.32440769000000003,0.54466917000000004,0.23589171,0.28676698299999998,0.15863090699999999,0.155753896,0.18715839400000001,0.13509142299999999,0.40785389500000002,0.415786341,0.43205320000000003,0.38817033899999998,0.52034267499999998,0.093090995999999995,0.157544342,0.074240388000000004,0.119629969,0.072415779,0.023019410000000001,0.032302451000000003,0.11367243,0.023900702999999999,0.094107143000000004,0.12194381899999999,0.15123159,0.140161381,0.211424416,0.12274452299999999,1.3018e-05,2.2461999999999999e-05,2.2538e-05,1.5913000000000002e-05,2.6339999999999999e-05,0.86792353300000002,0.87427058899999999,0.88932885100000003,0.86219643700000004,0.91240637199999997,142.33333333300001,139.285714286,164,139.66666666699999,0.19028520500000001,0.18621084800000001,0.21925133699999999,0.18672014300000001,0.227941176,170.5,0,1.0000000000000001e-09,1.0000000000000001e-09,0,1.0000000000000001e-09,93.666666667000001,90.571428570999998,108,87,0.12505563,0.120923136,0.14419225599999999,0.11615487300000001,0.14419225599999999,108
129,637,3,within_sub-005_holdout01,sub-005,eeg_row-000734,low_1_2_3,0,0,0,-0,0,-0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0.66022458799999995,0,0.14566644000000001,0,1.0000000000000001e-09,1.0000000000000001e-09,0,1.0000000000000001e-09,1.67286559,2.07869438,1.678617064,1.824841065,1.5712385630000001,0.33555344199999998,0.29738438699999997,0.41926029599999998,0.31677939799999999,0.43269904799999998,3.7799999999999998e-06,5.9460000000000003e-06,8.4300000000000006e-06,4.2509999999999996e-06,9.9969999999999993e-06,1.1620999999999999e-05,1.9051000000000001e-05,1.9536999999999999e-05,1.3134e-05,2.2734999999999998e-05,0,1.0000000000000001e-09,1.0000000000000001e-09,0,1.0000000000000001e-09,0,0,0,0,0,0.54683855000000003,0.53401957099999997,0.33376339500000002,0.379943592,0.29232807,0.60312633900000001,2.7186275339999999,1.4000917049999999,1.6554315100000001,0.818942948,0.32981273300000002,1.4518003100000001,0.46729936100000002,0.62897059499999997,0.239400011,0.15904484099999999,0.070964553,0.11801963,0.100281866,0.13009760200000001,0.29084423599999998,0.13288754999999999,0.35360267699999998,0.26393882600000002,0.44503972000000003,0.37018576600000003,0.49551218899999999,0.21819649299999999,0.37252353399999999,0.16315816399999999,0.022619006000000001,0.018884146000000001,0.079275911000000004,0.017494116000000001,0.098514586000000001,0.095924131999999995,0.192926187,0.165238305,0.16600976000000001,0.106542514,1.4439e-05,2.6937999999999999e-05,2.5114999999999999e-05,1.7073000000000001e-05,2.8326e-05,0.80678641100000004,0.77337131599999998,0.87796632200000002,0.80458562199999994,0.893180113,137.33333333300001,141.85714285700001,172.5,141.66666666699999,0.183600713,0.18964858700000001,0.230614973,0.18939393900000001,0.215909091,161.5,0,1.0000000000000001e-09,1.0000000000000001e-09,0,1.0000000000000001e-09,83,84.571428570999998,101.5,85,0.110814419,0.11291245499999999,0.13551401900000001,0.11348464599999999,0.143190921,107.25
130,720,3,within_sub-005_holdout01,sub-005,eeg_row-000829,high_4_5_6,0,0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,-0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,-0.15415300600000001,0,0.104063328,0,1.0000000000000001e-09,1.0000000000000001e-09,0,1.0000000000000001e-09,1.498953596,1.8005711179999999,1.4951080649999999,1.5916553120000001,1.4660241110000001,0.37669771400000002,0.33941565800000001,0.47471286299999998,0.36662404300000001,0.459540434,4.2710000000000003e-06,5.9109999999999998e-06,8.6389999999999998e-06,4.4939999999999997e-06,9.5149999999999995e-06,1.1173e-05,1.6999000000000001e-05,1.7810000000000001e-05,1.2505e-05,2.0443000000000001e-05,0,1.0000000000000001e-09,1.0000000000000001e-09,0,1.0000000000000001e-09,0,0,0,0,0,0.453483303,0.34339917399999997,0.39136337700000001,0.34298267100000002,0.189942736,0.65229414799999996,2.1121440890000001,0.432580617,0.81447170000000002,0.98328707999999998,0.295804505,0.725308536,0.169296211,0.27934967900000002,0.186768238,0.18038104599999999,0.074242789000000003,0.175396511,0.12879539700000001,0.099463229,0.39776777800000002,0.21619967300000001,0.44816792100000002,0.37551575599999998,0.52364850200000002,0.21881147300000001,0.448672552,0.123211747,0.31516916900000003,0.161255541,0.022019977999999999,0.0178543,0.11491322800000001,0.026029786999999999,0.065485302999999995,0.117661501,0.15681146800000001,0.075873130999999996,0.104900206,0.097800908000000006,1.4335000000000001e-05,2.2762999999999999e-05,2.2328e-05,1.5566999999999999e-05,2.5473000000000002e-05,0.859926564,0.793113756,0.903000146,0.82162623000000001,0.87693144199999995,141,143,171,144,0.18850267400000001,0.19117647099999999,0.22860962600000001,0.19251336899999999,0.21223262000000001,158.75,0,1.0000000000000001e-09,1.0000000000000001e-09,0,1.0000000000000001e-09,90.333333332999999,90.428571429000002,126,85.666666667000001,0.120605251,0.120732405,0.16822429899999999,0.114374722,0.14686248299999999,110
131,676,3,within_sub-005_holdout01,sub-005,eeg_row-000785,low_1_2_3,0,0,0,0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,0,0,-0,0,1.0000000000000001e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0.15341419000000001,0,0.17968318899999999,0,1.0000000000000001e-09,1.0000000000000001e-09,0,1.0000000000000001e-09,1.8294298790000001,2.2786574179999999,1.745495228,1.9063559640000001,1.623094321,0.30977316799999999,0.24955518800000001,0.40223197700000002,0.28485293299999997,0.419028705,3.7570000000000002e-06,5.8440000000000003e-06,9.628e-06,4.5879999999999999e-06,9.6889999999999999e-06,1.1673e-05,2.376e-05,2.3252e-05,1.6099999999999998e-05,2.2413e-05,0,1.0000000000000001e-09,1.0000000000000001e-09,0,1.0000000000000001e-09,0,0,0,0,0,0.424020336,0.83798990500000003,0.54538122200000005,0.84425903099999999,0.35495160599999998,2.3120572149999998,2.181950751,1.2062084820000001,1.474970165,1.0217299399999999,0.98035927700000003,1.828452703,0.65784345600000005,1.2452568820000001,0.36266468299999999,0.11064718,0.096918672999999997,0.153545286,0.17161999999999999,0.141062521,0.260947814,0.11565613399999999,0.281537537,0.20327884399999999,0.39741338900000001,0.29313165000000002,0.47835217400000002,0.162416477,0.264552595,0.17060168000000001,0.015789497999999999,0.012505911,0.10573241899999999,0.016146298999999999,0.095668942000000007,0.25582261099999998,0.211471771,0.18520762599999999,0.25313437999999999,0.144127801,1.5381000000000001e-05,3.2376999999999998e-05,2.9411e-05,2.0781e-05,2.8235e-05,0.82852547499999996,0.73928762999999997,0.87379100700000001,0.79212503000000001,0.88325459900000003,134,136.285714286,164,135.33333333300001,0.17914438499999999,0.182200153,0.21925133699999999,0.18092691599999999,0.217245989,162.5,0,1.0000000000000001e-09,1.0000000000000001e-09,0,1.0000000000000001e-09,80.666666667000001,68.285714286000001,103.5,71,0.10769915400000001,0.091169178000000003,0.13818424600000001,0.094793057,0.13417890499999999,100.5
132,662,3,within_sub-005_holdout01,sub-005,eeg_row-000771,low_1_2_3,0,-0,0,0,0,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,1.0000000000000001e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0.22236056800000001,0,0.24047263999999999,0,1.0000000000000001e-09,1.0000000000000001e-09,0,1.0000000000000001e-09,1.6055078060000001,2.315156714,1.917629136,2.0142021890000001,1.5618702499999999,0.36197983,0.26663089899999998,0.35639167799999999,0.28637594799999999,0.43486681799999999,3.9740000000000004e-06,6.127e-06,9.1139999999999995e-06,4.335e-06,1.0138e-05,1.1097000000000001e-05,2.2124999999999999e-05,2.4644999999999999e-05,1.526e-05,2.2527999999999998e-05,0,1.0000000000000001e-09,1.0000000000000001e-09,0,1.0000000000000001e-09,0,0,0,0,0,0.33691675900000001,0.62592177999999998,0.70000931499999997,0.66516020399999998,0.22793692199999999,1.4929397250000001,2.0591845950000001,1.0002425770000001,1.649975376,0.84128232999999997,0.50299641399999995,1.288888488,0.70017912100000002,1.0974979579999999,0.19175930499999999,0.123634366,0.074314554000000005,0.155933083,0.136837455,0.10202101500000001,0.36695819400000002,0.118728181,0.22275858300000001,0.20572104799999999,0.44758442100000001,0.20722479699999999,0.52764794199999998,0.29547453800000001,0.28864411400000001,0.230533144,0.029871226000000001,0.017224577000000001,0.069917599999999996,0.025799455999999998,0.068807918999999995,0.18457865600000001,0.15302738499999999,0.15597090899999999,0.225778431,0.085828477,1.3954999999999999e-05,3.1483999999999999e-05,3.1634000000000002e-05,1.9479000000000001e-05,2.8762e-05,0.87748248299999998,0.74729554399999998,0.84354192699999997,0.80534955900000005,0.87381156999999998,142,141.42857142899999,166.5,139.33333333300001,0.18983957200000001,0.18907562999999999,0.22259358300000001,0.18627451,0.223262032,167,0,1.0000000000000001e-09,1.0000000000000001e-09,0,1.0000000000000001e-09,89.666666667000001,76.571428570999998,94,72.333333332999999,0.11971517600000001,0.10223154700000001,0.12550066800000001,0.096573208999999993,0.14118825099999999,105.75
133,673,3,within_sub-005_holdout01,sub-005,eeg_row-000782,high_4_5_6,0,0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0.26224072799999998,0,0.23458510499999999,0,0,0,0,1.0000000000000001e-09,1.4462099989999999,1.559502086,1.494291139,1.611378529,1.5001568670000001,0.399327875,0.39135609500000001,0.47877840599999999,0.36702764100000002,0.454543694,3.5260000000000002e-06,5.3029999999999999e-06,7.1430000000000001e-06,4.0199999999999996e-06,8.4880000000000007e-06,9.0040000000000005e-06,1.3856000000000001e-05,1.4717e-05,1.1066999999999999e-05,1.8728000000000001e-05,0,0,0,0,1.0000000000000001e-09,0,0,0,0,0,0.38023664800000001,0.27603411700000002,0.31667980600000001,0.42465747999999998,0.32035026900000002,0.68296395200000004,1.3003861430000001,0.86893131199999996,1.6353946619999999,0.82121169599999999,0.25968792400000001,0.35895094100000002,0.27517299899999997,0.69448257499999999,0.26307538800000002,0.187615175,0.12833687299999999,0.15075762300000001,0.15470887799999999,0.152833678,0.49341686600000001,0.46493119799999999,0.47605695100000001,0.36431450199999998,0.47708303400000002,0.086501838999999997,0.15540178900000001,0.071979672999999994,0.13439295900000001,0.095191100000000001,0.034711124000000003,0.028197598000000001,0.116413207,0.028684153,0.087697498999999998,0.12813440200000001,0.166887491,0.13099801899999999,0.253010073,0.125508804,1.1736000000000001e-05,1.7884e-05,1.9279e-05,1.4290999999999999e-05,2.3896e-05,0.89003321099999999,0.88060949700000002,0.93292015100000003,0.87268022000000001,0.89558438799999995,151,152.42857142899999,178.5,153.33333333300001,0.20187165800000001,0.203781513,0.23863636399999999,0.20499108699999999,0.22393048099999999,167.5,0,0,0,0,1.0000000000000001e-09,91,87.571428570999998,112,79,0.121495327,0.116917795,0.14953271000000001,0.105473965,0.146194927,109.5
134,692,3,within_sub-005_holdout01,sub-005,eeg_row-000801,low_1_2_3,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,-0,0.29249047700000003,0,0.23788258000000001,0,1.0000000000000001e-09,1.0000000000000001e-09,0,1.0000000000000001e-09,1.7511069180000001,2.1400373589999999,1.7492832469999999,1.8978474380000001,1.598553068,0.342648546,0.27676045700000002,0.39320568900000002,0.289506759,0.42652034300000002,3.2590000000000001e-06,6.0240000000000003e-06,9.5559999999999996e-06,4.4669999999999998e-06,9.6209999999999999e-06,9.6549999999999999e-06,2.2269e-05,2.2887e-05,1.5223e-05,2.2317e-05,0,1.0000000000000001e-09,1.0000000000000001e-09,0,1.0000000000000001e-09,0,0,0,0,0,0.50309498799999997,0.68128473899999997,0.49188018500000003,1.083478191,0.28183056699999998,0.86055801399999998,1.6841458979999999,1.673362695,1.3144914679999999,1.1782747419999999,0.43294242399999999,1.1473828989999999,0.82309395100000005,1.4242228370000001,0.33207383800000001,0.161206762,0.105332577,0.13336106,0.202223176,0.111828475,0.32043006899999998,0.15460874299999999,0.27112509200000001,0.18664259,0.39679328200000002,0.29092152300000002,0.46401039900000002,0.175212276,0.23205943600000001,0.205181273,0.033467112,0.018315571999999999,0.082938103999999999,0.019121835,0.080386798999999995,0.138727771,0.17739542799999999,0.223161423,0.26582063900000003,0.131764668,1.2153999999999999e-05,2.9322000000000001e-05,3.0233999999999999e-05,1.9355999999999999e-05,2.8209e-05,0.84797415600000003,0.758758186,0.86234682100000004,0.80181803500000004,0.88335949300000005,147,138.285714286,163.5,133,0.196524064,0.18487395000000001,0.218582888,0.17780748699999999,0.21657754000000001,162,0,1.0000000000000001e-09,1.0000000000000001e-09,0,1.0000000000000001e-09,83,70.714285713999999,109.5,69,0.110814419,0.094411596,0.146194927,0.092122830000000003,0.13818424600000001,103.5
135,709,3,within_sub-005_holdout01,sub-005,eeg_row-000818,high_4_5_6,0,0,0,-0,0,-0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0.195634853,0,0.087989696000000006,0,0,1.0000000000000001e-09,0,1.0000000000000001e-09,1.5271660810000001,1.707730027,1.507704905,1.6805052899999999,1.5117526530000001,0.37432703299999998,0.35720964999999999,0.48272540200000003,0.35020033099999998,0.46164327399999999,3.9840000000000003e-06,5.3970000000000002e-06,9.4020000000000008e-06,4.1729999999999997e-06,9.2469999999999997e-06,1.0662000000000001e-05,1.5102999999999999e-05,1.8609000000000001e-05,1.2094e-05,1.9470000000000002e-05,0,0,1.0000000000000001e-09,0,1.0000000000000001e-09,0,0,0,0,0,0.72725311599999998,0.56934519900000002,0.44519101799999999,0.68743092100000003,0.28305382000000001,0.37070375799999999,0.74554116400000003,0.25853970999999998,0.49172282499999997,0.62040178800000001,0.26959546299999998,0.42447028199999998,0.11509955700000001,0.33802547500000002,0.17560709599999999,0.29759020000000003,0.17305773999999999,0.17231827499999999,0.23289395399999999,0.13669289600000001,0.40919756000000002,0.30395925000000001,0.38706592899999998,0.33878888400000001,0.482921926,0.12261140399999999,0.25628424599999999,0.148728789,0.23145326099999999,0.13655851599999999,0.016759248000000001,0.036629855000000003,0.16648344600000001,0.028645795000000002,0.105086808,0.110317806,0.12902166900000001,0.044551117000000001,0.114519273,0.084804516999999996,1.3801999999999999e-05,1.8876e-05,2.3434999999999998e-05,1.5160999999999999e-05,2.4559999999999999e-05,0.85327898599999996,0.85643696000000002,0.92354947700000001,0.85132403800000001,0.89809404500000001,141.66666666699999,148.14285714299999,172,146,0.18939393900000001,0.19805194800000001,0.22994652400000001,0.195187166,0.22894385,171.25,0,0,1.0000000000000001e-09,0,1.0000000000000001e-09,91,84.142857143000001,120.5,83.666666667000001,0.121495327,0.112340263,0.16088117499999999,0.111704495,0.14652870500000001,109.75
136,553,3,within_sub-005_holdout01,sub-005,eeg_row-000635,baseline,0,-0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0.81739275,0,0.234184948,0,0,1.0000000000000001e-09,0,1.0000000000000001e-09,1.5918005470000001,1.7568941680000001,1.593039664,1.7712502299999999,1.5796611679999999,0.40693723100000001,0.363599477,0.45767138099999999,0.35986322599999998,0.44292464500000001,3.9539999999999998e-06,5.767e-06,8.1280000000000008e-06,4.155e-06,9.5279999999999992e-06,9.7410000000000004e-06,1.6308e-05,1.7309e-05,1.2228999999999999e-05,2.1277999999999999e-05,0,0,1.0000000000000001e-09,0,1.0000000000000001e-09,0,0,0,0,0,0.30983695500000002,0.51819977699999997,0.31252545300000001,0.35343555700000001,0.31418737299999999,1.258450847,1.334391039,0.974548462,1.567667047,1.05382216,0.38991457800000001,0.69148113899999997,0.30457119999999999,0.55406927500000003,0.33109761599999998,0.118685684,0.15364393800000001,0.13630324399999999,0.109724484,0.13453111000000001,0.38305851699999999,0.29649556900000001,0.43613485899999999,0.31045117700000002,0.42818751300000002,0.193715626,0.194108269,0.099665096999999994,0.276930183,0.11268860999999999,0.074406812000000003,0.047223849999999998,0.134272523,0.040611004999999999,0.10950834600000001,0.1493601,0.20502109399999999,0.132834117,0.17201145800000001,0.141771865,1.2634e-05,2.0866999999999999e-05,2.2235e-05,1.5330999999999999e-05,2.6798999999999999e-05,0.87107233799999995,0.84003108199999998,0.90630295000000005,0.82141846299999999,0.90911409700000001,163.33333333300001,148.57142857100001,179,164.66666666699999,0.21836007099999999,0.19862490499999999,0.23930481300000001,0.22014260199999999,0.22693850300000001,169.75,0,0,1.0000000000000001e-09,0,1.0000000000000001e-09,94.333333332999999,85.428571429000002,109.5,82.666666667000001,0.12594570499999999,0.11405683799999999,0.146194927,0.110369381,0.137850467,103.25
